epoch,loss
4,"[19972.992739076966, 13707.27183702257, 12558.514675564236, 10731.121586552372, 9447.10600902416, 10500.231146918402, 9580.405825014468, 10542.345960828992, 9752.63931387442, 9779.44251844618, 10544.318372938367, 9904.23058629919, 9553.530969690393, 7534.867110640915, 8909.55014151114, 8816.606653284143, 5883.563716182002, 8515.446275499133, 8721.426240143952, 8270.960765697339, 6673.445181387442, 6736.948115596065, 8015.395562065973, 7717.154030128761, 4796.1490478515625, 5088.647424768518, 8989.11386899595, 7022.463794849537, 7990.472301341869, 8437.700771755643, 7059.013494420935, 10686.207112630209, 7724.47826244213, 5445.311315465857, 8668.92115162037, 10581.783225730613, 7602.57194462529, 9002.906833224826, 8946.943246346933, 8534.988023546008, 7036.538330078125, 6736.524549696181, 11214.221839057074, 9408.751938431351, 5870.1217041015625, 7633.564213505498, 6756.611942997685, 7598.923712836371, 8578.956461023401, 7399.2548099093965, 8256.060094762732, 8427.79086190683, 9665.685320818866, 6768.969256365741, 8301.104085286459, 8597.11247196904, 9029.424825032553, 9558.46699806496, 6445.407827871817, 5400.060268825955, 10623.700089066117, 9472.095522280093, 7837.570896289967, 7564.398546006944, 9652.426378038195, 7480.529423466435, 8745.309516059027, 9282.733827944156, 6520.485423335323, 9727.356372974536, 6475.437558774595, 6596.791388617621, 7784.000125461154, 7358.703990794994, 7676.559375904225, 6329.276344581886, 8142.5038813838255, 6880.805080837674, 8737.60046838831, 7265.702281810619, 7676.6691487630205, 8305.043901231555, 7032.047553168402, 9383.452532732928, 7084.4788004557295, 7200.427169234665, 5980.367594401042, 7252.138059262877, 8858.311274775753, 8219.819039803964, 8102.011170563875, 6855.931043836806, 8510.947457772714, 8452.257986563223, 6918.524596037688, 8238.604047987195, 7431.697177463107, 8752.700882523148, 5770.312673498083, 6608.469396520544]"
3,"[18250.864800347223, 15888.267026548032, 13578.435727719907, 11220.580546061197, 9534.64271375868, 11342.77101417824, 8958.183602792245, 7382.958152488426, 7201.234894929109, 9378.949562355325, 7930.386293764467, 9230.01023582176, 8863.013515896268, 9524.437811957465, 8026.326854564525, 7377.814643012152, 9071.216315375434, 6878.234414559824, 8893.149893301505, 8389.234935619214, 10069.931545681424, 8585.834535951968, 7219.550993742766, 7052.900417751736, 7032.141569914641, 6870.184274178964, 6387.595137984665, 8352.280201099536, 7011.919125027127, 7649.624154550058, 9723.68866418909, 7276.261782045717, 8431.652981228299, 8037.697238498264, 5831.865648057726, 6960.845300745081, 7840.253167046441, 7847.730362503617, 9887.847710503473, 6778.030255353009, 8096.343991880064, 8141.770616319444, 7039.015101680049, 6577.420952690973, 8144.211642795139, 6231.866569236473, 8339.207207573785, 7986.408596462674, 8592.560026945892, 9451.342425311053, 6656.270274974681, 5662.427915219908, 6179.942217791522, 8898.415536385995, 7961.710069444444, 6096.4730224609375, 6995.265697337963, 4953.482814082393, 5607.010108665184, 7592.316330521195, 8082.462404604311, 6205.926558883102, 7730.2135665328415, 6993.055347583912, 6688.936377631293, 5986.100377965857, 5708.726811161748, 6109.105247214989, 7690.8311767578125, 5641.64818431713, 7250.874688042535, 8467.954311794705, 9080.813244854962, 6631.775671499747, 5921.085507993345, 8948.160178290473, 7472.95799085829, 7550.064952709056, 6913.590799967448, 7616.857620239258, 9793.326529043692, 7020.25055609809, 6817.79226288972, 5782.180768048322, 7720.274165400752, 7272.008160061307, 7374.559882269965, 6961.625983344184, 6689.650062843605, 6148.401648062247, 7373.644788953993, 6113.911876537181, 8511.41808629919, 10389.513945402923, 9607.196146647135, 9580.25560619213, 7002.221930609809, 6561.854788321036, 7035.985826280382, 6305.042864764178]"
5,"[19970.53099681713, 14594.152994791666, 10803.742241753473, 12082.695303457755, 11232.69435402199, 6705.185858832465, 7995.486902307581, 9444.597418891059, 7858.046479401765, 7043.631108036748, 7724.335313585069, 5413.821026837384, 5544.167833116319, 9100.856813784, 5351.208034939236, 6404.809898093895, 6472.522020128038, 6846.230801052518, 8167.557208591037, 6148.929531521268, 3702.954951533565, 6366.314828378183, 4930.488708496094, 6081.75247531467, 5214.744977032697, 6310.81477412471, 7914.873706958912, 6327.663700810185, 5707.993277090567, 4929.84881817853, 5011.223655418114, 7255.379708749277, 6892.103018866645, 4604.248578106915, 6612.97186505353, 5968.334872775607, 7075.813860857928, 5847.278731734665, 6720.882085729529, 5756.2854602955, 6328.815976743345, 7307.946246111835, 5210.532081886574, 5630.95248639142, 5922.1399332682295, 6829.725481951678, 5818.436731409143, 3702.2130262586807, 4793.280775282118, 5391.242011176215, 6346.556224681713, 4751.30266655816, 5982.271942138672, 4859.814080132379, 4863.351573237666, 6432.692177101418, 4629.14059109158, 4956.929090711806, 6266.672846476237, 6438.009214048033, 6126.799112390589, 6259.418686478226, 4416.243974473741, 5621.9307533546735, 4989.960233900282, 5275.6256419994215, 6712.307847764757, 6713.9110107421875, 4094.288330078125, 4534.867983217592, 5124.454277886285, 6223.848135489005, 5058.506207501447, 5082.4886305067275, 4903.052265308522, 5817.648163972078, 3483.1584020543983, 4000.8627907081886, 4855.983687789352, 4077.9220832542137, 5792.844948097511, 5852.784862377025, 4345.5033931025755, 4803.061243127893, 4131.335236725984, 5881.552255135995, 4840.413221006041, 5114.263522677951, 3403.0933193630644, 3861.7156298602067, 6891.597333554869, 3495.0926920572915, 4720.268507215712, 3345.4485021520545, 3604.2471471715858, 6561.8683833369505, 4258.744510226779, 3334.2005513509116, 4884.626253481264, 6601.643475567853]"
0,"[18053.66108308015, 11322.87826425058, 9422.513929578992, 8513.226666485822, 8368.694288465711, 7707.719518590857, 8850.371458830658, 6435.722544352214, 7566.711097999855, 6078.452912507234, 4571.055456090857, 5858.93401421441, 6482.594957139757, 4483.0388748734085, 6034.9610279224535, 6197.365306712963, 6281.203981752748, 4377.235744900174, 5105.638910364221, 5068.859506112558, 7063.383332429109, 4903.257562707971, 4085.4101404260705, 6728.132703993056, 6245.407113534433, 5733.086715133102, 5073.039225260417, 4213.662252355505, 5065.435533311632, 4154.386854383681, 4373.7700929994935, 4274.792711046007, 5330.293882016783, 5485.57958984375, 3509.5569344979745, 5415.1604410807295, 4638.588815194589, 4558.780714246962, 3940.015129937066, 3575.981372974537, 3984.445628978588, 3824.8057171856917, 4825.769085919415, 3764.838119224266, 5967.30697744864, 3638.1545455367477, 6540.80027657968, 7193.266126844618, 5484.578734221282, 6220.407997413918, 4753.323637220595, 3661.390530056424, 4994.1415608723955, 4499.405400028935, 5051.073849713361, 3540.5094898365164, 3891.5403103298613, 4215.517739755136, 4217.97698296441, 4429.1087476942275, 3695.302612869828, 5519.95064968533, 4963.969089084201, 3506.6898532443574, 6470.8790599681715, 4814.632710774739, 5789.470218517162, 3330.143758138021, 3927.488892449273, 5084.896360044127, 3529.771997522425, 3644.1105143229165, 3019.721173321759, 4737.362528483073, 3810.2231061017073, 4464.8434821234805, 3794.8481490523727, 4487.687522605614, 4228.88518721969, 3616.1915870949074, 4157.7270745171445, 3542.3966940420646, 4163.845004611545, 4789.4908119484235, 4100.9836007577405, 3129.7891625298394, 4542.111836751302, 5909.514105902777, 4044.976537633825, 4363.6111744068285, 5293.974968804254, 6244.877327247902, 5297.2562080665875, 4250.957759150752, 4047.681550202546, 4176.810935691551, 4880.21002875434, 5015.9163987901475, 4730.4792729130495, 5273.250036168982]"
1,"[18803.06517650463, 11883.183901186343, 10627.96770562066, 10545.950457537616, 8740.70879900897, 7428.040735315393, 8773.73607494213, 8514.292154947916, 6021.686713324652, 8400.010837131076, 7009.527634232132, 5733.450997811777, 7601.820619936342, 6414.570791739005, 6633.426292136864, 5178.039210566768, 6438.962140118634, 5735.849751790364, 7049.011337845413, 6387.6405345775465, 7362.973207826967, 6709.445045753761, 6820.718040183739, 6832.158935546875, 5307.948452419705, 5204.9404703776045, 5383.762390136719, 5802.737811053241, 5502.379607024016, 5983.574043556496, 6394.919964825665, 6526.920741328487, 6641.332841661241, 6486.628494827835, 5486.344387478299, 6291.819649590387, 6198.716380931713, 5283.213404902705, 5657.687282986111, 6193.57209834346, 7492.726209852431, 3672.3269201208045, 5776.875357168692, 8477.346584743924, 7324.142383716725, 7708.725843641493, 6603.167816162109, 6422.805921766493, 6143.774398238571, 5605.208263255931, 5517.241550021701, 7694.745928729022, 4887.918746383102, 5735.939272280092, 7430.214644820602, 6516.592678493924, 6454.958534523293, 5973.17499005353, 5946.772632740162, 5942.3111888744215, 4607.775234646268, 5476.948246708623, 5746.902551721643, 7798.3282787181715, 5920.913515444155, 6116.222921865958, 6347.863606770833, 7254.324261700665, 4420.004046404803, 4934.292604799623, 7994.152149341725, 5299.28180609809, 4469.962223759404, 6438.588659215857, 5914.506174723308, 7068.59582067419, 5448.182596842448, 5306.91806991012, 4888.558183458116, 6375.438250506366, 6207.0306396484375, 4170.085324887877, 6712.939731174045, 4925.727586534288, 7811.099234121817, 6106.605305989583, 4613.954718695746, 6432.716937029803, 4372.81962302879, 8010.28119970251, 4663.243193449797, 5281.980550130208, 4789.402002970378, 4331.674697310837, 6713.281329119647, 5560.503761574074, 5360.6855875651045, 4431.218686704283, 6124.150408709491, 4124.01385724103]"
2,"[19999.047290943286, 12396.204653139468, 10423.542317708334, 11918.560745804398, 9211.052454065393, 10204.414098668982, 9561.201664677372, 8913.829137731482, 7131.116744429977, 8225.555383752893, 7592.062652587891, 8981.377095540365, 7110.313467520255, 8149.876696551288, 9657.3184588397, 8438.976761429398, 8056.697606969763, 8040.4112865306715, 7440.059213143808, 8136.200434932002, 7944.540280942564, 7199.259388111256, 5812.1836666531035, 6077.746310763889, 6774.940590187355, 7047.913352683739, 8114.908790870949, 7971.498150860822, 7525.720287181713, 5965.882041648582, 4735.924284758391, 8907.74789315683, 8259.14803512008, 9535.861522533276, 7177.074078595197, 7372.690878408926, 5984.354059290003, 6629.388658311632, 8064.505660445602, 9198.258377640335, 6294.059900354456, 6719.182350441261, 7029.873923972801, 7069.465309425636, 5723.86814767343, 7125.017546477141, 5663.29973687066, 7061.833298294632, 6533.961348357024, 5698.953592936198, 6173.245198567708, 4384.955290617766, 5107.542209201389, 7524.429669415509, 5753.589769151476, 5032.587677567093, 6726.934950086806, 7013.868760850694, 6168.027637622975, 5137.278900146484, 7580.247296368634, 5947.087307400174, 6233.124805591725, 6688.1802255136, 7598.802750198929, 7586.478135850694, 6335.08642521611, 7148.652936017072, 7418.937572337963, 7542.743216055411, 6905.881456163194, 5891.574087637442, 7277.135409884982, 6087.3924560546875, 6735.7312418619795, 5928.14155183015, 7090.15094559281, 6352.499188458478, 4794.968826859085, 6161.495322898582, 6912.190299705223, 7360.594937924986, 6272.267716019242, 7972.369365550853, 7607.14276349103, 5262.646382649739, 4331.213996039496, 4781.5428150318285, 5184.619786015263, 4996.856688887985, 5622.264915183739, 4837.275618941696, 7569.430901421441, 7474.3383223922165, 5326.42081479673, 5741.515936957465, 6054.754331235533, 4409.8886481391055, 5978.97967755353, 5760.430184823495]"
