epoch,loss
2,"[19658.00344935826, 17106.997642299106, 13785.680503627233, 12608.077709960937, 13287.465883091518, 12488.574302455358, 10548.73555733817, 11005.50906110491, 13156.524194335938, 9902.81955217634, 11533.200941685267, 11531.065457589286, 12333.485030691963, 9617.685553850446, 10110.619475446429, 9396.299933733259, 9149.684225027902, 7579.368122209821, 11443.393129185268, 10263.460564313616, 9035.331895228795, 8206.898716517857, 7785.585417829241, 9465.197837611608, 10170.416552734376, 9237.192379324777, 10264.96465890067, 11499.85601109096, 9332.056403459821, 6820.240813337054, 8628.458932059151, 8270.267367117745, 9099.461432756696, 9901.952284458705, 7309.7066615513395, 8111.546875, 6948.670608956473, 14011.290056501117, 7003.129305594308, 6686.1288683210105, 8490.965330287388, 6931.913985770089, 9750.809022739955, 8886.296187918526, 7344.725268554687, 8315.633499581474, 7761.757002476284, 9283.525115094866, 6207.579031808035, 10245.175537109375, 7235.581120954241, 6957.1771484375, 6091.651547241211, 8372.420071847098, 8195.367836216517, 8626.097624860491, 6956.922269112723, 7385.355723353795, 9765.41376953125, 6133.621901157924, 7800.645831734793, 9331.808989170619, 7954.686181640625, 5975.961090959821, 7416.043556431362, 7203.744105747768, 8375.586169433594, 7463.999086216518, 8978.240577915736, 7723.550988769532, 6460.512442452567, 7711.2082536969865, 8357.932829938616, 10298.396172223773, 8317.636319405692, 8129.850924246652, 6397.234273856026, 4896.330058942523, 9222.605071149554, 5693.612705775669, 7275.450612095424, 8512.054650878907, 7250.433558872768, 6298.732677350726, 7385.622568184989, 9015.918797084263, 4905.388816615513, 7432.337437220982, 6384.440075683594, 7792.547443498884, 5571.151354980469, 8144.433251953125, 6612.086103166853, 8085.366714913504, 6126.735421316965, 8419.75948311942, 10480.288071986608, 8107.328651646206, 6327.319269670759, 7639.816747174944]"
5,"[20070.728292410713, 14501.771850585938, 15409.690987723214, 11227.572440011161, 12230.099895368303, 10250.503806849889, 12702.872316196987, 10740.661558314732, 9646.48686174665, 13039.159116908482, 10971.799769810268, 11561.742074148995, 8466.746330915179, 9947.038900320871, 11233.473901367188, 12026.951220703126, 8748.783133370536, 8898.931570870536, 8848.50224609375, 9385.934434291295, 9049.754195731026, 11308.9687046596, 8990.951164899554, 9332.136383928571, 9305.8105922154, 8383.561519949777, 10032.137179129464, 9893.08470110212, 7536.358262416295, 10993.002654157366, 8928.486844308036, 7167.603529575893, 8142.645839146206, 7151.647542898995, 8193.168833705357, 8498.889596557618, 10519.447900390625, 8021.118108258928, 10057.834970092774, 8517.236364746093, 7784.148779296875, 9519.965101841517, 8688.125497000558, 8838.208705357143, 9731.224996512277, 9695.974640764509, 8647.608098493303, 9010.830046735491, 9144.76797921317, 7470.912160818917, 10667.145099748885, 9130.705827985492, 7544.580744280134, 7882.784824916294, 9029.387468610492, 9498.987730189732, 7887.221732003348, 8805.259821428572, 6897.045966448102, 7636.167766462054, 8646.094168526786, 6413.220064871652, 9563.15217982701, 7222.140037318638, 8596.957250976562, 7077.835700334821, 7701.500927734375, 6777.626405552455, 6557.687845284599, 7736.739212472098, 8449.949128069196, 9465.66633998326, 8505.211328125, 10135.67301548549, 9625.596135602678, 10804.341695731027, 8000.211736188616, 6965.0755650111605, 8326.061063058036, 11397.702328055246, 8010.134186662946, 8926.91157575335, 8556.070664760045, 10400.971323939732, 8121.765236118862, 7734.340528215681, 8898.929305594307, 8567.22274344308, 7311.956759207589, 7901.589950125558, 6584.273005022322, 7921.957795061384, 10288.861551339285, 8212.677015904017, 6883.92669808524, 8847.823842075893, 7743.8421595982145, 7382.628323800223, 7066.350305175782, 6335.438190569196]"
0,"[16486.470894949776, 9299.826416015625, 7830.608049665178, 6500.945900181362, 5756.953170340402, 5594.382969447544, 4037.7112784249443, 4654.999863978795, 3871.1496163504466, 4792.709211077009, 5341.759779575893, 3848.226567731585, 2724.209925188337, 3559.565135846819, 4718.106677246094, 3556.4784441266743, 4179.462284633091, 4038.1335065569197, 3875.6115234375, 3481.513382393973, 4423.389641462054, 4115.885463169643, 3224.314748273577, 3405.531706891741, 3815.9707153320314, 3440.9306117466517, 3327.9381644112723, 4541.187630789621, 3842.97808140346, 3691.2652675083705, 3483.1877423967635, 3141.200150844029, 3150.5617919921874, 3573.477058628627, 2971.8304704938614, 3407.2562343052455, 2950.4330845424106, 3780.637051827567, 2858.577686418806, 3697.627118791853, 2987.2843627929688, 2223.918732561384, 3996.596038382394, 2920.2314514160157, 2607.42009538923, 3070.8917811802457, 3812.1618896484374, 3142.822834123884, 3378.4919669015067, 2825.3177995954243, 2773.5795253208707, 2511.1959228515625, 2792.403618512835, 2623.87122933524, 2608.394056919643, 2840.7572248186384, 3514.7391758510043, 2746.3453560965404, 3137.404389299665, 3903.373992047991, 2907.352800641741, 3118.138685825893, 3684.127064732143, 3794.107985142299, 3831.199052647182, 2313.2863621303013, 2722.927304513114, 2475.23696812221, 3452.8386962890627, 2510.424658203125, 2853.9644112723213, 2618.7649257114954, 3792.7049787248884, 2907.3749712262834, 4730.960770525251, 2860.755606515067, 2870.275244140625, 2175.4666172572543, 2908.7689470563614, 2624.659090750558, 3188.546541050502, 2529.6655515398297, 2730.74365234375, 2447.47915562221, 2048.8397670200893, 3171.726613071987, 3018.739227294922, 2698.0275787353517, 2437.1995309012277, 4265.065651157925, 2808.4675528390067, 2770.829377092634, 2249.1630004882813, 2730.271395438058, 2719.895887538365, 2676.5227957589286, 3390.7611676897322, 2449.766775948661, 3881.367232840402, 2167.452530343192]"
1,"[16954.921233258927, 10509.225073242187, 8264.975847516742, 7804.9188197544645, 6297.374771554129, 7732.554942103795, 6880.293805803572, 5516.635491071429, 6843.815354701451, 5398.312311662947, 4347.005203683036, 5687.251217215402, 7398.036889648438, 4449.953690883091, 5458.830698939732, 4706.634586007254, 4289.909486607143, 4556.553815569197, 3726.9271379743304, 5868.987963867187, 5647.446139090402, 4988.674114118304, 3678.738732910156, 5050.720439801898, 3834.6437517438617, 6194.78891078404, 4985.626136997768, 4387.12893284389, 6240.023304530552, 5014.763239397322, 4812.528264508928, 4727.344326346261, 4545.131276157924, 5926.215729631696, 4482.3491777692525, 3038.5612461635046, 4581.828712681362, 5294.549918038504, 5744.1601545061385, 5408.917413766044, 5276.7852852957585, 3957.03161315918, 5075.510621861049, 4976.742633928571, 4708.330360630581, 3950.695969935826, 2566.3048043387275, 4999.152427455357, 4061.501400756836, 5253.245328194755, 4174.731888253348, 3323.629506138393, 3836.3650817871094, 4551.416816057477, 3460.045382254464, 3883.198180280413, 4059.8069815499443, 4635.630904715402, 4523.775263323103, 5005.56625453404, 4310.439868600028, 4282.71851196289, 3099.7558942522323, 4970.8752493722095, 4522.265053885324, 5037.7238717215405, 4130.172258649553, 4429.428651646205, 4997.007076590402, 4038.1485369001116, 3673.167698451451, 3440.6649540492467, 3889.284234183175, 4362.44546421596, 3699.560339355469, 4366.945152064732, 3365.5528751918246, 4500.833592006138, 5866.5336896623885, 3608.7915647234236, 5564.125766427176, 4974.326109967913, 3583.981175013951, 3512.498397391183, 4757.673215157645, 3619.9910522460937, 4828.0074532645085, 4427.42787562779, 4277.367499651227, 3400.464031982422, 3767.3591901506697, 3804.364079938616, 4763.234844098773, 5251.79072265625, 4127.714707728795, 3341.4486833844867, 5396.670891462054, 5270.999686976841, 4128.577095249721, 4104.81285269601]"
