epoch,loss
all,"[13767.684856439093, 9134.795385275676, 7982.3182271969545, 8341.807008390973, 7483.350600710341, 6961.001420525229, 8066.350865066431, 7009.233542667073, 7400.526703075238, 7547.102048059937, 7199.942465229399, 7038.05533983753, 6817.228077104896, 11801.526373407643, 11719.614159067725, 8016.597125205265, 7304.044812244974, 7154.868419865894, 7123.838223402668, 7485.672800246318, 6689.389821435236, 7549.040515292222, 6489.996184719596, 6699.1339643927895, 7220.336746118631, 6729.54680424587, 6460.392703305384, 6987.8058285075385, 7217.409965369352, 6998.863390491267, 5911.582935114575, 6781.233020563794, 6777.066580414013, 6702.94638197589, 6988.504670550109, 6213.1667321077575, 5889.444709146099, 6762.05984244377, 7233.503403584668, 6814.259591849746, 6472.616334951607, 6367.712021359972, 5992.265936395925, 7072.803775082728, 6490.226314083026, 6300.067038760823, 6398.5395764393415, 6641.326270231016, 7148.101313694267, 5961.472312198323, 6483.1536756381865, 6891.193745412645, 6344.340299764257, 7005.03949130113, 6333.8131846045235, 5398.076249626792, 5860.959697747686, 5753.253398530802, 6443.570301614749, 6499.407490918591, 6815.380643613779, 6570.741170895328, 6282.061058093029, 6090.1319786120375, 6070.5493004671325, 6376.503971950264, 5654.5359151074845, 6061.287872120074, 5982.811342275826, 6287.876499832056, 5735.419283144033, 5990.6030965428445, 6359.846750830389, 5724.598407721064, 6460.7941412470145, 6461.44735154073, 5812.923311075587, 5821.3805359275475, 6374.118598306255, 5892.631902804041, 6021.990587368133, 6197.623974453872, 6040.735774532245, 6006.449503710315, 5289.5012996211935, 6383.2276074840765, 5377.371002780404, 6222.774830034584, 6198.84423439366, 5892.916188622736, 5959.496800902542, 5927.639270175035, 5106.185621905479, 6205.5808984064, 6443.201516704195, 6041.996669890775, 6031.715228232609, 6543.329613558047, 6721.210628436629, 6112.766403295432]"
