epoch,loss
4,"{'discriminator': [2.029086112976074, 1.982568621635437, 1.9585180282592773, 1.9501065015792847, 1.9489079713821411, 1.9482300281524658, 1.9451186656951904, 1.9438364505767822, 1.9437323808670044, 1.9424430131912231, 1.9382344484329224, 1.931022047996521, 1.9239027500152588, 1.9171255826950073, 1.913276195526123, 1.9118635654449463, 1.9107588529586792, 1.9088428020477295, 1.9062514305114746, 1.9019988775253296, 1.8970998525619507, 1.8911974430084229, 1.885557770729065, 1.881258249282837, 1.8767662048339844, 1.8719531297683716, 1.8697012662887573, 1.8672016859054565, 1.8619933128356934, 1.8562783002853394, 1.8529516458511353, 1.8504915237426758, 1.8410136699676514, 1.8381690979003906, 1.8328001499176025, 1.822130560874939, 1.8239262104034424, 1.8126620054244995, 1.808427095413208, 1.7961804866790771, 1.7908709049224854, 1.776149034500122, 1.7794146537780762, 1.760387897491455, 1.773207426071167, 1.7533435821533203, 1.741997480392456, 1.7381218671798706, 1.7809944152832031, 1.7679331302642822, 1.7931056022644043, 1.8212432861328125, 1.8565855026245117, 1.8496489524841309, 1.9186761379241943, 1.9758522510528564, 2.0317516326904297, 2.1103408336639404, 2.131011486053467, 2.1760354042053223, 2.2086873054504395, 2.193983793258667, 2.2123665809631348, 2.190685510635376, 2.1310315132141113, 2.09592342376709, 2.0587024688720703, 2.006657838821411, 1.9982812404632568, 1.9865168333053589, 1.9450325965881348, 1.9223984479904175, 1.9177663326263428, 1.9129687547683716, 1.907716155052185, 1.8983067274093628, 1.895032525062561, 1.8933875560760498, 1.8973393440246582, 1.8963940143585205, 1.8980735540390015, 1.9062058925628662, 1.9076259136199951, 1.9162722826004028, 1.9331430196762085, 1.937382698059082, 1.9518663883209229, 1.9727708101272583, 1.984895944595337, 1.9906084537506104, 2.0166923999786377, 2.0202109813690186, 2.027351140975952, 2.0506551265716553, 2.038900375366211, 2.0391674041748047, 2.051802635192871, 2.0258870124816895, 2.022217273712158, 2.0082476139068604, 1.983989953994751, 1.9746336936950684, 1.9660563468933105, 1.9402390718460083, 1.9314110279083252, 1.923410415649414, 1.8913205862045288, 1.8883057832717896, 1.8863332271575928, 1.8481919765472412, 1.8402563333511353, 1.833483099937439, 1.8266841173171997, 1.8071105480194092, 1.7986234426498413, 1.7964576482772827, 1.782654047012329, 1.7739065885543823, 1.7671527862548828, 1.7673085927963257, 1.758568286895752, 1.7516944408416748, 1.7405672073364258, 1.7441139221191406, 1.741080403327942, 1.7355232238769531, 1.7540892362594604, 1.746329665184021, 1.7543796300888062, 1.7715415954589844, 1.7718853950500488, 1.7849559783935547, 1.8096702098846436, 1.8143808841705322, 1.836182951927185, 1.8650224208831787, 1.8742172718048096, 1.8805880546569824, 1.8995484113693237, 1.9213733673095703, 1.9484899044036865, 1.95779287815094, 1.9817203283309937, 1.9808404445648193, 1.9995622634887695, 2.0357117652893066, 2.038102865219116, 2.048109769821167, 2.0845327377319336, 2.0870635509490967, 2.1031758785247803, 2.1124610900878906, 2.1641902923583984, 2.1711249351501465, 2.1446011066436768, 2.167938232421875, 2.16025447845459, 2.1593432426452637, 2.1124281883239746, 2.108325481414795, 2.0836730003356934, 2.0499765872955322, 2.033146858215332, 1.9894214868545532, 1.9731035232543945, 1.9614534378051758, 1.9258229732513428, 1.9052119255065918, 1.899670124053955, 1.8879728317260742, 1.8685917854309082, 1.8579155206680298, 1.851296067237854, 1.8502944707870483, 1.8254995346069336, 1.8175737857818604, 1.8121933937072754, 1.7962430715560913, 1.7791783809661865, 1.7818697690963745, 1.7613186836242676, 1.752949833869934, 1.7633638381958008, 1.718597412109375, 1.7214224338531494, 1.7031371593475342, 1.695084571838379, 1.6678249835968018, 1.706863284111023, 1.6364665031433105, 1.608952283859253, 1.6223701238632202, 1.6231495141983032, 1.5780900716781616, 1.5776196718215942, 1.6331640481948853, 1.621903419494629, 1.5790469646453857, 1.599391222000122, 1.6133947372436523, 1.7113975286483765, 1.6482515335083008, 1.6738533973693848, 1.693028450012207, 1.785796880722046, 1.8041139841079712, 1.8263249397277832, 1.951598882675171, 1.9331377744674683, 1.8655338287353516, 1.8334386348724365, 1.9017715454101562, 1.9468529224395752, 1.8575334548950195, 1.8268769979476929, 1.8867757320404053, 1.9164692163467407, 1.8407604694366455, 1.8145594596862793, 1.8175963163375854, 1.8128535747528076, 1.8003404140472412, 1.7635819911956787, 1.7484159469604492, 1.7349400520324707, 1.6992312669754028, 1.658271074295044, 1.6855132579803467, 1.6565684080123901, 1.6304535865783691, 1.6815439462661743, 1.6954302787780762, 1.6481770277023315, 1.7425799369812012, 1.8148866891860962, 1.7981069087982178, 1.8636890649795532, 2.011254072189331, 2.0133538246154785, 2.2097814083099365, 2.344330072402954, 2.4355483055114746, 2.429004192352295, 2.4509360790252686, 2.3367834091186523, 2.220646381378174, 2.1363797187805176, 2.0832691192626953, 2.0334324836730957, 1.9837768077850342, 1.9467110633850098, 1.9169517755508423, 1.892781376838684, 1.8695697784423828, 1.8436905145645142, 1.8434070348739624, 1.8304502964019775, 1.8103634119033813, 1.8133623600006104, 1.7538325786590576, 1.753495216369629, 1.7350869178771973, 1.712437391281128, 1.7022613286972046, 1.7013903856277466, 1.6689763069152832, 1.6640511751174927, 1.6556071043014526, 1.6402040719985962, 1.6427154541015625, 1.6312199831008911, 1.6703994274139404, 1.6492112874984741, 1.7284173965454102, 1.6994775533676147, 1.6466078758239746, 1.7671551704406738, 1.720116138458252, 1.744284749031067, 1.8617444038391113, 1.8897658586502075, 1.951256275177002, 1.9591633081436157, 2.054107189178467, 2.0603418350219727, 2.0861544609069824, 2.140453815460205, 2.1344287395477295, 2.155397415161133, 2.159543037414551, 2.150118350982666, 2.1365878582000732, 2.136425256729126, 2.0909104347229004, 2.1054229736328125, 2.05753231048584, 2.0405070781707764, 2.025184392929077, 2.0092930793762207, 1.9828741550445557], 'generator': [16.39487075805664, 16.242034912109375, 16.331283569335938, 16.001483917236328, 16.218544006347656, 15.677447319030762, 15.617992401123047, 15.597846031188965, 16.398250579833984, 15.489924430847168, 15.446008682250977, 16.78631591796875, 16.24862289428711, 15.702713012695312, 15.461204528808594, 15.495549201965332, 15.511234283447266, 15.56640625, 15.782526016235352, 14.974906921386719, 14.370471954345703, 15.153409004211426, 15.368396759033203, 15.280614852905273, 15.478205680847168, 15.280801773071289, 15.694831848144531, 15.329353332519531, 15.116228103637695, 15.07624626159668, 15.15653133392334, 15.14598274230957, 14.318435668945312, 13.932754516601562, 14.058212280273438, 13.381204605102539, 12.776731491088867, 12.934810638427734, 12.621062278747559, 12.471052169799805, 11.555405616760254, 11.706031799316406, 11.495298385620117, 11.5348539352417, 12.029684066772461, 11.630931854248047, 11.908656120300293, 11.957590103149414, 11.914318084716797, 11.581167221069336, 11.512369155883789, 12.103860855102539, 12.315252304077148, 11.67827033996582, 11.462543487548828, 11.785717010498047, 11.815999984741211, 11.773843765258789, 11.409127235412598, 11.675580978393555, 11.288532257080078, 11.49280071258545, 11.354616165161133, 11.482254981994629, 11.126930236816406, 11.22335433959961, 11.577149391174316, 11.17264461517334, 10.799471855163574, 11.129371643066406, 11.138998031616211, 11.408000946044922, 11.043668746948242, 11.199991226196289, 11.11638355255127, 11.15967082977295, 10.820833206176758, 11.310977935791016, 11.209453582763672, 10.5631742477417, 11.599668502807617, 10.341136932373047, 11.011984825134277, 10.784400939941406, 10.734880447387695, 10.61974811553955, 11.289440155029297, 10.45196533203125, 10.801385879516602, 10.749267578125, 10.332783699035645, 11.376445770263672, 10.762129783630371, 10.414589881896973, 10.478755950927734, 10.515886306762695, 10.767134666442871, 10.903826713562012, 10.295538902282715, 10.63947868347168, 10.353578567504883, 11.058313369750977, 10.949923515319824, 10.499096870422363, 10.576478958129883, 10.529132843017578, 10.498973846435547, 10.6107816696167, 10.012984275817871, 10.281865119934082, 10.41476058959961, 10.900920867919922, 10.433660507202148, 10.745798110961914, 10.405637741088867, 10.293758392333984, 9.979652404785156, 10.65172290802002, 10.024453163146973, 10.290816307067871, 10.504081726074219, 10.153647422790527, 10.190235137939453, 10.196739196777344, 10.526887893676758, 10.421430587768555, 10.114011764526367, 10.195655822753906, 10.291702270507812, 10.181835174560547, 10.063283920288086, 10.39939022064209, 10.073423385620117, 10.075146675109863, 9.882412910461426, 10.011333465576172, 10.013629913330078, 9.79810905456543, 10.189311981201172, 10.048445701599121, 10.217996597290039, 10.103666305541992, 9.791479110717773, 9.888042449951172, 9.755013465881348, 9.953577041625977, 10.040349960327148, 9.425352096557617, 9.809012413024902, 9.941497802734375, 9.275458335876465, 9.554092407226562, 9.77896499633789, 9.309297561645508, 9.31479263305664, 9.69224739074707, 9.616549491882324, 9.448953628540039, 9.832817077636719, 9.535196304321289, 9.456539154052734, 9.18595027923584, 9.967395782470703, 9.298441886901855, 9.782607078552246, 9.366116523742676, 10.020394325256348, 9.602828979492188, 9.339343070983887, 9.569640159606934, 9.340082168579102, 9.746979713439941, 9.188021659851074, 9.345739364624023, 9.174420356750488, 9.871414184570312, 9.658787727355957, 9.59278678894043, 9.224903106689453, 10.035490036010742, 9.526080131530762, 9.803157806396484, 9.78432559967041, 9.44947338104248, 9.719528198242188, 9.965006828308105, 9.808856010437012, 9.648717880249023, 9.376559257507324, 9.521502494812012, 9.730992317199707, 10.296082496643066, 9.457191467285156, 9.367057800292969, 9.436999320983887, 9.585246086120605, 9.757169723510742, 10.104592323303223, 9.69277286529541, 9.874558448791504, 9.5913724899292, 9.991572380065918, 9.860190391540527, 9.623973846435547, 9.501143455505371, 9.776890754699707, 9.82608699798584, 8.963584899902344, 9.417098045349121, 9.628847122192383, 10.104389190673828, 9.207501411437988, 9.581575393676758, 9.580324172973633, 10.037445068359375, 9.990774154663086, 9.503392219543457, 9.242599487304688, 9.266448974609375, 9.388212203979492, 9.638940811157227, 9.566350936889648, 9.018695831298828, 9.293725967407227, 9.724621772766113, 9.281841278076172, 9.865857124328613, 9.732259750366211, 9.660099029541016, 9.82999038696289, 10.016364097595215, 9.942875862121582, 9.46827220916748, 9.887055397033691, 9.765416145324707, 10.134499549865723, 9.621415138244629, 9.66523265838623, 10.141051292419434, 9.553431510925293, 9.653923034667969, 9.370735168457031, 9.592777252197266, 9.583520889282227, 8.895195007324219, 9.070937156677246, 9.398931503295898, 9.496275901794434, 9.282188415527344, 9.473342895507812, 9.112146377563477, 8.991037368774414, 9.076422691345215, 9.32840633392334, 9.151336669921875, 9.222943305969238, 9.218545913696289, 9.0576753616333, 9.319324493408203, 8.954598426818848, 9.149981498718262, 9.26462173461914, 9.030261039733887, 9.125680923461914, 8.904316902160645, 9.027410507202148, 9.527008056640625, 9.271523475646973, 9.235937118530273, 9.04655647277832, 9.243556022644043, 9.441539764404297, 9.204113960266113, 9.166223526000977, 9.448637008666992, 9.205243110656738, 9.720317840576172, 8.887418746948242, 8.963420867919922, 9.265348434448242, 9.320586204528809, 9.153223037719727, 9.321040153503418, 8.905360221862793, 9.296804428100586, 8.827266693115234, 9.18517780303955, 9.025691032409668, 8.691839218139648, 8.448445320129395, 8.689116477966309, 8.775407791137695, 8.447125434875488, 8.447694778442383, 8.986209869384766, 8.457411766052246, 8.583176612854004, 8.59761905670166, 8.340719223022461, 8.762191772460938]}"
5,"{'discriminator': [1.961164951324463, 1.9343386888504028, 1.922062873840332, 1.920035481452942, 1.918820858001709, 1.9189386367797852, 1.9216846227645874, 1.9202396869659424, 1.9173636436462402, 1.9151129722595215, 1.912124752998352, 1.9109123945236206, 1.9090995788574219, 1.9095720052719116, 1.9088945388793945, 1.9099793434143066, 1.9074203968048096, 1.9049711227416992, 1.9022595882415771, 1.9017691612243652, 1.9005930423736572, 1.89534592628479, 1.8929473161697388, 1.8968042135238647, 1.8985743522644043, 1.8885276317596436, 1.8888680934906006, 1.891347885131836, 1.8849347829818726, 1.8786457777023315, 1.8828579187393188, 1.8618338108062744, 1.8693304061889648, 1.8658006191253662, 1.8630571365356445, 1.8482098579406738, 1.8509080410003662, 1.8437676429748535, 1.8248547315597534, 1.8109863996505737, 1.82638418674469, 1.8096894025802612, 1.7830588817596436, 1.7823004722595215, 1.8254220485687256, 1.797507643699646, 1.7804677486419678, 1.8052754402160645, 1.840577244758606, 1.8567163944244385, 1.810603141784668, 1.7921223640441895, 1.8270671367645264, 1.8638123273849487, 1.8490188121795654, 1.8349158763885498, 1.9439420700073242, 1.9256139993667603, 1.9388190507888794, 1.9941056966781616, 2.006625175476074, 2.018598794937134, 2.004215717315674, 2.016021251678467, 2.013390064239502, 1.990587830543518, 1.961905598640442, 1.9535681009292603, 1.9373056888580322, 1.926117181777954, 1.904008150100708, 1.8866852521896362, 1.8799312114715576, 1.8759021759033203, 1.8691209554672241, 1.8628852367401123, 1.8671085834503174, 1.8724679946899414, 1.8692700862884521, 1.875281572341919, 1.8782384395599365, 1.872572660446167, 1.8832629919052124, 1.9011328220367432, 1.9106664657592773, 1.9005095958709717, 1.9238097667694092, 1.9320588111877441, 1.9378926753997803, 1.9346468448638916, 1.949998378753662, 1.9427545070648193, 1.9318159818649292, 1.935086965560913, 1.9144880771636963, 1.922542691230774, 1.9209790229797363, 1.9034910202026367, 1.8930556774139404, 1.8929911851882935, 1.8854445219039917, 1.8754706382751465, 1.8628400564193726, 1.8592950105667114, 1.8460888862609863, 1.8404251337051392, 1.8255889415740967, 1.8192946910858154, 1.8048256635665894, 1.794297456741333, 1.7857513427734375, 1.7662127017974854, 1.7471201419830322, 1.7161791324615479, 1.717104196548462, 1.6808425188064575, 1.6765096187591553, 1.6453922986984253, 1.6156516075134277, 1.6613349914550781, 1.641548752784729, 1.6356197595596313, 1.6925736665725708, 1.6238040924072266, 1.6100082397460938, 1.7188739776611328, 1.7245019674301147, 1.7750096321105957, 1.763175129890442, 1.8897745609283447, 2.0317070484161377, 2.1996231079101562, 2.320937156677246, 2.403090476989746, 2.340545654296875, 2.2305386066436768, 2.157679557800293, 2.059691905975342, 1.9811755418777466, 1.9965851306915283, 1.880072832107544, 1.9114676713943481, 1.9784574508666992, 1.9231420755386353, 1.8618645668029785, 1.8839309215545654, 1.91383695602417, 1.9211021661758423, 1.9365506172180176, 1.925586223602295, 1.8790138959884644, 1.908406376838684, 1.9048309326171875, 1.912476658821106, 1.901686191558838, 1.8965039253234863, 1.902207374572754, 1.8962323665618896, 1.9050788879394531, 1.8898590803146362, 1.895121693611145, 1.8905003070831299, 1.881995439529419, 1.8755042552947998, 1.8781311511993408, 1.871703863143921, 1.8632723093032837, 1.857146143913269, 1.8549379110336304, 1.8479557037353516, 1.8462893962860107, 1.8337239027023315, 1.820656657218933, 1.8119392395019531, 1.7905197143554688, 1.7915661334991455, 1.797074317932129, 1.7673890590667725, 1.7807704210281372, 1.7919108867645264, 1.7498960494995117, 1.758495807647705, 1.7440025806427002, 1.7276902198791504, 1.7493233680725098, 1.7167742252349854, 1.7028889656066895, 1.7192496061325073, 1.7087277173995972, 1.7116862535476685, 1.695949912071228, 1.689100742340088, 1.6956332921981812, 1.6923480033874512, 1.7084840536117554, 1.7031164169311523, 1.7523853778839111, 1.7783889770507812, 1.7889174222946167, 1.791764259338379, 1.8999392986297607, 1.9500750303268433, 1.972252368927002, 2.044220447540283, 2.1215662956237793, 2.1083507537841797, 2.1186447143554688, 2.310698986053467, 2.1034789085388184, 2.3382956981658936, 2.186056613922119, 2.1470890045166016, 2.0801737308502197, 2.1102092266082764, 2.044679641723633, 2.0206961631774902, 2.025317907333374, 1.986196756362915, 1.9932814836502075, 2.026317834854126, 1.9989144802093506, 1.9868228435516357, 1.948299527168274, 1.9305146932601929, 1.9228144884109497, 1.9173688888549805, 1.912967562675476, 1.9080041646957397, 1.9113821983337402, 1.9013705253601074, 1.886857509613037, 1.8771897554397583, 1.8564715385437012, 1.8588972091674805, 1.8729743957519531, 1.8753366470336914, 1.8608744144439697, 1.860450267791748, 1.883889079093933, 1.8594441413879395, 1.8365941047668457, 1.8491237163543701, 1.8496770858764648, 1.840078353881836, 1.8359405994415283, 1.8472859859466553, 1.846672773361206, 1.812409520149231, 1.8200637102127075, 1.809413194656372, 1.8084003925323486, 1.8101195096969604, 1.8170417547225952, 1.7982487678527832, 1.7998316287994385, 1.7932147979736328, 1.7881834506988525, 1.7934819459915161, 1.7637706995010376, 1.777256727218628, 1.7817659378051758, 1.7953176498413086, 1.7768609523773193, 1.7862434387207031, 1.8209238052368164, 1.7978358268737793, 1.8295360803604126, 1.8025307655334473, 1.818665623664856, 1.878510594367981, 1.8743151426315308, 1.8351874351501465, 1.850935935974121, 1.9017845392227173, 1.9686447381973267, 1.9359729290008545, 1.8085564374923706, 1.751509428024292, 1.9813790321350098, 2.147798776626587, 2.366626024246216, 2.3395094871520996, 2.191378355026245, 1.9472811222076416, 1.71488356590271, 1.7729991674423218, 1.9175033569335938, 1.933217167854309, 1.9052321910858154, 1.8804577589035034, 1.8559014797210693, 1.9533584117889404, 2.036180019378662, 2.005042791366577, 1.916650414466858, 1.9438681602478027, 1.9771595001220703, 1.925508975982666, 1.9695909023284912, 1.9407501220703125], 'generator': [20.264667510986328, 19.133136749267578, 18.54047966003418, 18.302749633789062, 19.164400100708008, 19.060701370239258, 18.331449508666992, 18.629581451416016, 18.261362075805664, 18.04958724975586, 18.707454681396484, 18.30121612548828, 17.8350830078125, 17.69353485107422, 18.006418228149414, 17.58656120300293, 17.760360717773438, 18.063920974731445, 17.87742805480957, 17.142074584960938, 17.073734283447266, 16.84188461303711, 16.29123306274414, 16.74342155456543, 16.112014770507812, 15.36567497253418, 15.03851318359375, 14.539003372192383, 13.678447723388672, 13.509057998657227, 13.29511547088623, 12.399898529052734, 11.976608276367188, 11.859674453735352, 11.46812629699707, 11.544875144958496, 11.542449951171875, 10.541000366210938, 10.676429748535156, 11.247241973876953, 10.958606719970703, 10.461088180541992, 10.451904296875, 10.181193351745605, 10.955307960510254, 10.853031158447266, 10.58342456817627, 10.404153823852539, 10.462279319763184, 10.467389106750488, 10.601192474365234, 10.391214370727539, 10.356868743896484, 10.535615921020508, 10.273439407348633, 10.521452903747559, 10.70580005645752, 10.179171562194824, 10.319462776184082, 10.565437316894531, 10.374404907226562, 10.62535285949707, 10.659290313720703, 10.122241020202637, 10.156404495239258, 10.514153480529785, 9.90684986114502, 10.327047348022461, 10.266151428222656, 10.455309867858887, 10.331838607788086, 10.106729507446289, 9.829529762268066, 9.961189270019531, 10.067789077758789, 10.156452178955078, 10.646843910217285, 10.196609497070312, 9.792511940002441, 10.264267921447754, 10.25938606262207, 10.376287460327148, 10.14498233795166, 10.003664016723633, 9.882312774658203, 10.121732711791992, 10.277189254760742, 9.771278381347656, 9.651997566223145, 10.08966064453125, 10.025793075561523, 9.198772430419922, 9.959159851074219, 9.498003959655762, 9.769331932067871, 9.786376953125, 9.39451789855957, 9.923482894897461, 9.775071144104004, 9.90184211730957, 10.068866729736328, 10.075956344604492, 9.959118843078613, 9.63656234741211, 10.116579055786133, 9.718448638916016, 9.462427139282227, 9.476819038391113, 9.788578033447266, 9.520748138427734, 9.90436840057373, 9.603494644165039, 9.75064754486084, 9.94375228881836, 9.988962173461914, 10.015625, 9.663723945617676, 9.879497528076172, 9.859946250915527, 9.977206230163574, 10.149029731750488, 10.503866195678711, 10.556523323059082, 10.508074760437012, 10.798409461975098, 11.448044776916504, 11.282988548278809, 10.299555778503418, 11.157527923583984, 10.809347152709961, 10.026537895202637, 10.250723838806152, 10.0670747756958, 10.121829986572266, 9.670042991638184, 9.45095157623291, 10.439545631408691, 9.677297592163086, 10.361542701721191, 9.649571418762207, 10.068503379821777, 10.00529956817627, 10.283069610595703, 10.056293487548828, 9.543628692626953, 10.17017650604248, 10.38233757019043, 9.947175025939941, 9.729615211486816, 9.990878105163574, 9.840492248535156, 9.871554374694824, 9.71494197845459, 9.860048294067383, 10.25434684753418, 9.846939086914062, 9.75783634185791, 9.863895416259766, 10.010403633117676, 9.680383682250977, 10.159244537353516, 9.725945472717285, 9.720973014831543, 9.933143615722656, 9.892221450805664, 9.791902542114258, 9.8660249710083, 9.486518859863281, 9.701807022094727, 9.78238296508789, 9.891172409057617, 10.22412109375, 9.678884506225586, 9.887260437011719, 9.91528034210205, 10.022514343261719, 10.351086616516113, 10.02226448059082, 9.9674072265625, 10.201495170593262, 9.900540351867676, 9.81581974029541, 9.814939498901367, 9.767346382141113, 9.933916091918945, 9.932745933532715, 10.311335563659668, 9.983197212219238, 9.883180618286133, 9.51700210571289, 9.75832748413086, 9.69957160949707, 9.89791488647461, 10.258594512939453, 10.49040699005127, 10.156207084655762, 10.284884452819824, 10.07411003112793, 10.004376411437988, 10.085014343261719, 10.562939643859863, 10.49227523803711, 10.274517059326172, 10.501205444335938, 10.040189743041992, 9.994680404663086, 10.398202896118164, 10.35491943359375, 10.622186660766602, 10.239984512329102, 10.148345947265625, 10.247129440307617, 10.30668830871582, 10.290027618408203, 10.417268753051758, 10.562520980834961, 10.26779556274414, 10.470855712890625, 10.432106018066406, 10.161290168762207, 10.286720275878906, 10.353261947631836, 10.289430618286133, 10.439119338989258, 10.051822662353516, 10.200364112854004, 10.672170639038086, 9.910415649414062, 10.310966491699219, 10.079893112182617, 9.986946105957031, 10.116068840026855, 9.809137344360352, 10.017850875854492, 10.106701850891113, 10.018526077270508, 10.269868850708008, 10.219356536865234, 10.37277889251709, 9.815473556518555, 10.117834091186523, 9.805340766906738, 9.60300064086914, 9.672369003295898, 9.72575569152832, 9.847851753234863, 10.177596092224121, 10.45377254486084, 10.315587997436523, 9.776506423950195, 9.857179641723633, 10.064496994018555, 9.865116119384766, 9.963253021240234, 9.566226959228516, 9.772737503051758, 10.095800399780273, 9.937110900878906, 9.791788101196289, 10.125358581542969, 9.81675910949707, 10.123001098632812, 9.74902057647705, 9.82679557800293, 9.685829162597656, 10.134896278381348, 9.98208999633789, 9.830162048339844, 10.103636741638184, 9.855755805969238, 9.812429428100586, 10.202118873596191, 10.13388729095459, 10.133018493652344, 9.79818344116211, 9.287922859191895, 10.01094913482666, 9.892797470092773, 10.430853843688965, 10.63813591003418, 10.298892974853516, 9.838533401489258, 9.734331130981445, 9.756391525268555, 9.997365951538086, 10.810911178588867, 11.165031433105469, 10.94035530090332, 10.602057456970215, 10.014813423156738, 9.722677230834961, 9.39261245727539, 9.032048225402832, 9.04201889038086, 9.201629638671875, 9.864542007446289, 10.504914283752441, 10.066530227661133, 9.97556209564209, 10.232817649841309]}"
