date,us_equities,us_equities_tech,global_equities,em_equities,us_hy,us_ig,em_debt,cmdty,long_term_treasuries,short_term_treasuries
2018-11-09,436.7398595268055,813.3144719672407,391.4927945302491,514.9884831320976,284.3843159771409,215.31346507720554,337.3059134456577,91.77784536902165,227.00509787966814,135.1422136085066
2018-11-10,436.7398595268055,813.3144719672407,391.4927945302491,514.9884831320976,284.3843159771409,215.31346507720554,337.3059134456577,91.77784536902165,227.00509787966814,135.1422136085066
2018-11-11,436.7398595268055,813.3144719672407,391.4927945302491,514.9884831320976,284.3843159771409,215.31346507720554,337.3059134456577,91.77784536902165,227.00509787966814,135.1422136085066
2018-11-12,428.13543105485746,789.0449630247693,384.9808257948995,509.8408076591089,284.5311872650523,215.31346507720554,337.3059134456577,91.96546443188684,227.00509787966814,135.1422136085066
2018-11-13,427.51504693049105,789.2541006963186,384.6233350599213,509.64514693970153,283.20248058532115,215.21297703816242,336.0711925999359,91.30479559874294,228.11364669022626,135.2784034361741
2018-11-14,424.39144225295314,782.6095224840409,382.5359113744678,510.7786778867281,282.09834551366424,214.76214097127703,335.7449620085913,93.8369058863081,228.63557812407743,135.36221256089254
2018-11-15,429.02495391145203,796.7232626167441,384.78322830307036,517.4987243220855,280.8875935368308,213.64781182494536,335.3898249091529,91.76733315190434,228.22317553321767,135.36745063118744
2018-11-16,430.0109146484466,794.0188068475788,385.8385816949967,520.3797807264655,280.5081413708954,214.42187374989933,335.54261645193446,92.94688929087904,229.8376862869586,135.50364045885493
2018-11-17,430.0109146484466,794.0188068475788,385.8385816949967,520.3797807264655,280.5081413708954,214.42187374989933,335.54261645193446,92.94688929087904,229.8376862869586,135.50364045885493
2018-11-18,430.0109146484466,794.0188068475788,385.8385816949967,520.3797807264655,280.5081413708954,214.42187374989933,335.54261645193446,92.94688929087904,229.8376862869586,135.50364045885493
2018-11-19,422.8666140091699,768.1182638129344,381.6501955868505,521.4434815072689,280.2792010701213,214.4129930394425,335.2039973571212,93.98044834339208,230.24222295309923,135.60316379445808
2018-11-20,415.22252482064033,754.74094997284,375.46049670021625,513.1474874424923,279.4309465708879,213.9895191615323,332.9575487281155,91.94950934093214,230.71660237679077,135.58221151327848
2018-11-21,416.5207087270768,760.4183464541625,376.9693725778548,514.471263013107,280.30229273153515,214.4376350108002,333.4861248761169,92.37101189428029,230.4889896065214,135.55602116180398
2018-11-22,416.5207087270768,760.4183464541625,376.87316434451253,515.0055148799569,280.35128449966993,214.4376350108002,333.4861248761169,92.37101189428029,230.4889896065214,135.55602116180398
2018-11-23,413.81215344232294,754.8317080219789,375.19057915667264,511.41021509735003,279.8101907038377,214.56852548203793,333.19293029402235,90.29738368525258,230.58927420565865,135.58221151327848
2018-11-24,413.81215344232294,754.8317080219789,375.19057915667264,511.41021509735003,279.8101907038377,214.56852548203793,333.19293029402235,90.29738368525258,230.58927420565865,135.58221151327848
2018-11-25,413.81215344232294,754.8317080219789,375.19057915667264,511.41021509735003,279.8101907038377,214.56852548203793,333.19293029402235,90.29738368525258,230.58927420565865,135.58221151327848
2018-11-26,420.2891615918287,772.2992394670422,379.79909471985445,515.343526947972,280.60466867626496,214.88495079606304,332.4620085893643,90.28719163718452,230.22974678851463,135.5664973023938
2018-11-27,421.6637900211803,774.9243149590673,379.9788422564409,517.2428734057431,280.21949560322247,214.43131450515972,331.5246118268932,89.94007502628064,230.29799734982325,135.58744958357343
2018-11-28,431.37871220310694,799.5048129499252,385.64416089011746,523.3655483166841,281.05870066757745,214.36778942315317,332.5074331020832,91.41658795844216,229.99816540970124,135.65554449740716
2018-11-29,430.534395666728,797.1165271788958,386.68157608549694,526.7403210280089,281.686440201958,214.13001040083137,334.36157912124406,91.61039695625969,230.15655328961827,135.65554449740716
2018-11-30,434.1332907897671,803.6635613137355,387.960142159262,524.9848247126572,281.88719203316845,214.04184334746708,334.8736372646203,91.53360974594597,230.79721028206887,135.67125870829187
2018-12-01,434.1332907897671,803.6635613137355,387.960142159262,524.9848247126572,281.88719203316845,214.04184334746708,334.8736372646203,91.53360974594597,230.79721028206887,135.67125870829187
2018-12-02,434.1332907897671,803.6635613137355,387.960142159262,524.9848247126572,281.88719203316845,214.04184334746708,334.8736372646203,91.53360974594597,230.79721028206887,135.67125870829187
2018-12-03,438.88384642241897,816.7460587956413,392.76363318694916,536.7023606683802,283.1794929404003,215.0692855428427,337.0498843739695,91.99001072566327,232.1825398334213,135.6503064271123
2018-12-04,424.70372215723444,785.8937671650597,383.34049558585457,535.3594414131716,282.86421895055645,215.53756300503971,336.81037330690646,92.48904755044009,236.20361956110338,135.7131632706511
2018-12-05,424.70372215723444,785.8937671650597,381.77219549281045,528.8688807484701,282.91352276816974,215.53756300503971,336.81037330690646,92.44977348039777,236.20361956110338,135.7131632706511
2018-12-06,424.19211006740323,791.1614825846326,378.47784506667426,516.744217891919,280.8890497677308,215.38403072245714,336.6451932606561,91.24881937663099,237.90843398231388,135.84935309831863
2018-12-07,414.36650956033,765.0661155219624,373.6497599269259,518.0394141896259,281.5381126831467,216.0499239939188,337.68995705318986,92.60532227682894,237.73707089122885,135.9803048556912
2018-12-08,414.36650956033,765.0661155219624,373.6497599269259,518.0394141896259,281.5381126831467,216.0499239939188,337.68995705318986,92.60532227682894,237.73707089122885,135.9803048556912
2018-12-09,414.36650956033,765.0661155219624,373.6497599269259,518.0394141896259,281.5381126831467,216.0499239939188,337.68995705318986,92.60532227682894,237.73707089122885,135.9803048556912
2018-12-10,415.09988679129987,773.101687313418,371.29466254823467,508.234918216953,280.90486027464476,215.9253540283216,337.38024446647034,91.78142059007169,238.32074151668158,135.9645906448065
2018-12-11,414.97285748537234,775.5889495421101,371.6525062484296,509.3019572203368,281.26673365328764,216.18769501560058,337.5247770069394,91.66754713155225,238.34174900142978,135.8755434497931
2018-12-12,417.22652417295524,782.4977358741552,375.69195364104405,516.7916342779594,282.1584670465345,216.56348507880563,338.45804426825424,91.18964146402647,237.57172012326748,135.89649573097273
2018-12-13,417.2080740031082,783.0793330390582,375.4644549530031,520.309371480815,282.2978491469604,216.75918073445808,339.63495209778847,91.56093083814932,237.05111948030537,135.93840029333197
2018-12-14,409.2945170202806,763.0614333656106,369.4348888216292,513.1248352178393,281.96291603996696,217.07120569645502,339.6886356128199,90.18121568188015,237.81900958739598,136.03268555864025
2018-12-15,409.2945170202806,763.0614333656106,369.4348888216292,513.1248352178393,281.96291603996696,217.07120569645502,339.6886356128199,90.18121568188015,237.81900958739598,136.03268555864025
2018-12-16,409.2945170202806,763.0614333656106,369.4348888216292,513.1248352178393,281.96291603996696,217.07120569645502,339.6886356128199,90.18121568188015,237.81900958739598,136.03268555864025
2018-12-17,400.81515482880894,746.1027422970094,364.08536060376196,510.99620737038657,281.25445970713076,217.59516761340842,339.92814667988296,89.08853207827077,239.0154143607528,136.14268503483322
2018-12-18,400.87262722135233,751.2080298625776,362.9586956321687,508.45432119287625,280.0485965054616,217.96503720297565,339.82077964982017,88.44499228926219,240.50418913960385,136.27363679220582
2018-12-19,394.73893293340467,734.0176081180301,360.0403035853827,510.9624845096252,279.29562111368347,218.86366909352688,339.7836141394138,88.75817098094471,243.25911639287048,136.30506521397524
2018-12-20,388.52198594178657,722.472074934809,354.36193784459,506.90524966157903,275.70705211018225,217.38179054324283,339.7258011232262,87.49040826889942,243.20747695355166,136.25792258132108
2018-12-21,380.52297494351103,699.7166122074253,349.0642955135724,505.6255181909284,274.59657203246115,216.95799663973054,339.31698050875644,87.36965117582093,242.62214283948768,136.32601749515482
2018-12-22,380.52297494351103,699.7166122074253,349.0642955135724,505.6255181909284,274.59657203246115,216.95799663973054,339.31698050875644,87.36965117582093,242.62214283948768,136.32601749515482
2018-12-23,380.52297494351103,699.7166122074253,349.0642955135724,505.6255181909284,274.59657203246115,216.95799663973054,339.31698050875644,87.36965117582093,242.62214283948768,136.32601749515482
2018-12-24,370.2343500632641,682.6812633999837,342.99725203972906,503.2616478420433,273.79294060866266,217.47427794223478,339.44499504460055,85.74105794526187,243.78321036191628,136.47792153370705
2018-12-25,370.2343500632641,682.6812633999837,341.5380938340379,501.90425160115444,273.79294060866266,217.47427794223478,339.44499504460055,85.74105794526187,243.78321036191628,136.47792153370705
2018-12-26,388.6026288428341,724.7367493400537,352.13937890475637,502.0323984720476,273.4381403515338,216.58236658932654,339.0939874463184,86.86490466966569,241.98307804327928,136.44125504164273
2018-12-27,391.9552493740152,727.7270513132336,354.40933603082783,504.35389383225885,273.9585348652879,216.99431954556303,339.2674264948813,86.41378647926116,242.98062463521885,136.5931590801949
2018-12-28,391.53247269607374,727.424595593846,356.0892487677415,509.82200460947206,275.1133259689653,216.89975198015782,339.5771390816008,86.18550594714019,242.4640876572929,136.63506364255414
2018-12-29,391.53247269607374,727.424595593846,356.0892487677415,509.82200460947206,275.1133259689653,216.89975198015782,339.5771390816008,86.18550594714019,242.4640876572929,136.63506364255414
2018-12-30,391.53247269607374,727.424595593846,356.0892487677415,509.82200460947206,275.1133259689653,216.89975198015782,339.5771390816008,86.18550594714019,242.4640876572929,136.63506364255414
2018-12-31,394.91426628179164,732.6879630791198,358.621824620912,511.4950332016892,275.7936978487306,217.7034962797018,339.39131152956907,85.22910763549831,243.4249424432922,136.76601539992674
2019-01-01,394.91426628179164,732.6879630791198,358.6275350938816,511.6327178513836,275.7936978487306,217.7034962797018,339.39131152956907,85.22910763549831,243.4249424432922,136.76601539992674
2019-01-02,395.4160518973992,736.2657745951519,358.0990201055288,506.21403320645805,276.01577306097624,218.20201616129236,339.643211100101,85.54036531288531,245.1283785453677,136.75553925933693
2019-01-03,385.72849860210925,711.6930378701932,352.83257737848425,502.94264320463896,276.3429049310055,219.12352988239005,340.9646514701043,86.06768373701324,248.7948262652476,137.05934733644133
2019-01-04,398.97274764672284,743.59408579347,362.5439615025878,511.10010103232815,280.043291664326,218.0213617089362,342.6370994383897,87.05236364800626,245.43778742706607,136.80791996228595
2019-01-05,398.97274764672284,743.59408579347,362.5439615025878,511.10010103232815,280.043291664326,218.0213617089362,342.6370994383897,87.05236364800626,245.43778742706607,136.80791996228595
2019-01-06,398.97274764672284,743.59408579347,362.5439615025878,511.10010103232815,280.043291664326,218.0213617089362,342.6370994383897,87.05236364800626,245.43778742706607,136.80791996228595
2019-01-07,401.77114822351194,751.1867066988053,365.50971391790995,517.9890683429539,282.2227492391191,218.48523881910498,344.38800792864413,87.33603342564885,245.29197076822578,136.73982504845225
2019-01-08,405.6752087019433,758.550095974544,368.5683718206183,516.7722521488955,283.70352803140435,218.55156412512943,344.06177733729953,87.75817631709555,244.5955393790512,136.61411136137454
2019-01-09,407.4667814677224,764.2175165879177,371.5520624324873,526.8045307174384,285.09142009557,219.06480518441418,345.5607862570221,88.83490482975024,243.3150096102096,136.67696820491338
2019-01-10,409.30857591354044,766.5620284129275,372.8931033496018,529.063281118536,284.86747258645295,218.58860708856653,344.9991740997707,88.37039290078508,242.33721100449824,136.68220627520827
2019-01-11,409.24975323181394,764.2997209906074,372.7946764777548,530.3571830034055,285.02942626582836,219.2072165773256,345.1519656425523,88.56799056568548,243.04070033820926,136.75553925933693
2019-01-12,409.24975323181394,764.2997209906074,372.7946764777548,530.3571830034055,285.02942626582836,219.2072165773256,345.1519656425523,88.56799056568548,243.04070033820926,136.75553925933693
2019-01-13,409.24975323181394,764.2997209906074,372.7946764777548,530.3571830034055,285.02942626582836,219.2072165773256,345.1519656425523,88.56799056568548,243.04070033820926,136.75553925933693
2019-01-14,407.143653862104,757.3113308894723,371.10875072625726,525.9071279227329,284.60836750275087,218.7267781422508,345.1395771390834,88.85347463460722,242.0991420201008,136.79220575140124
2019-01-15,411.5180234671172,772.2004357077045,374.06434278569964,532.4762390085614,284.97710596992226,218.7446995759655,345.9159233564604,89.08426315761403,241.81896300971493,136.80791996228598
2019-01-16,412.4430282924153,772.0753919616951,374.6207168143677,534.7436756010671,286.0094696615092,219.09352748219803,346.6385860588059,89.26254395654253,241.53521938087633,136.77649154051656
2019-01-17,415.61486893060516,777.8515820436303,376.38957678588093,534.5400780871574,286.14760356402076,219.24361948955857,346.80789560621264,89.4808992481365,241.54116041163087,136.74506311874714
2019-01-18,421.1052809129125,785.5114841846323,381.1872060697914,539.3166658377882,287.1518828025368,219.83702696215636,348.39362405021654,90.52016798202798,240.65832324150068,136.65077785343888
2019-01-19,421.1052809129125,785.5114841846323,381.1872060697914,539.3166658377882,287.1518828025368,219.83702696215636,348.39362405021654,90.52016798202798,240.65832324150068,136.65077785343888
2019-01-20,421.1052809129125,785.5114841846323,381.1872060697914,539.3166658377882,287.1518828025368,219.83702696215636,348.39362405021654,90.52016798202798,240.65832324150068,136.65077785343888
2019-01-21,421.1052809129125,785.5114841846323,381.2050812368354,539.562263641919,287.3007304038125,219.83702696215636,348.39362405021654,90.52016798202798,240.65832324150068,136.65077785343888
2019-01-22,415.15994629253044,769.5572167328319,377.0347972019437,535.4193250386448,286.4684944444788,220.867909432754,348.7157251404049,89.10944978948898,242.48554666037853,136.7764915405166
2019-01-23,416.0750679087653,770.9407639665857,377.29751677624745,535.9265304898943,286.2510999744116,220.924153932314,350.5327056491594,89.09957791047019,241.93778362480649,136.75030118904206
2019-01-24,416.66035586133773,776.0107093278831,377.89216231912246,540.1223015750278,286.1001720432789,221.84750780062342,351.81698050875644,89.25550023745883,243.47460946040061,136.8341103137605
2019-01-25,420.211911434191,785.8310268794677,381.4500643090017,546.9580276418452,286.84243373629295,221.71597727818158,351.936736042288,90.2179817610366,242.30327583682816,136.75553925933696
