ED-R2R,ED-S2R,ED-S2S,ED-MaxR2S,DTW-R2R,DTW-S2R,DTW-S2S,DTW-MaxR2S,Minkowski-R2R,Minkowski-S2R,Minkowski-S2S,Minkowski-MaxR2S,Manhattan-R2R,Manhattan-S2R,Manhattan-S2S,Manhattan-MaxR2S,Cosine-R2R,Cosine-S2R,Cosine-S2S,Cosine-MaxR2S,Pearson-R2R,Pearson-S2R,Pearson-S2S,Pearson-MaxR2S,dataset,generator
272.211608105763,239.12056259616875,211.90506120766537,980.3935139973959,4747.19665334978,4380.519970417564,4129.121405767201,186.18266930502185,174.78433,145.55948,117.901665,5.315784,1503.1699,1435.0127,1420.0027,61.311863,0.9999757225773153,0.9979748367446178,0.9865294134641328,0.4922649910052617,0.999926896068497,0.9998437253922566,0.9962949446186992,0.7338576863209406,dataset_combination_fft,cond_diffusion_unet1d_synth
272.211608105763,164.36168496899367,7.520024037506845,1020.4550476074219,4747.19665334978,2957.7565425082134,150.20905184785659,17.062206099095757,174.78433,106.34196,4.5403776,0.8051467,1503.1699,896.96747,50.619057,5.6404443,0.9999757225773153,0.9989482043215026,0.9293502612636171,0.5323945010701815,0.999926896068497,0.9982728566324501,0.9151288352425866,0.7054293391605219,dataset_combination_fft,timeganpt_synth
272.211608105763,711.9776826002334,189.65006185250814,1181.6855061848958,4747.19665334978,12581.557639562414,2319.4549859726594,11146.017517456568,174.78433,430.85437,136.73282,364.87106,1503.1699,4220.512,766.1882,3727.3047,0.9999757225773153,0.9988301940922878,0.053085453361272815,0.8225864041596651,0.999926896068497,0.998752194620952,0.05302893360786967,0.808195145179828,dataset_combination_fft,Doppelgangerger_synth
272.211608105763,242.28576981841195,220.56892274369136,970.6420186360677,4747.19665334978,4453.5484906919255,4360.8919083193405,132.4185500663431,174.78433,146.51616,120.45943,4.8540435,1503.1699,1473.8234,1523.7084,42.232193,0.9999757225773153,0.9993900870631249,0.9999366907133068,0.45354539652665454,0.999926896068497,0.9999258052986347,1.0020131643090482,0.7788377515971661,dataset_combination_fft,uncond_diffusion_unet1d_synth
23.224846484488392,20.400606952202082,16.823672345327005,63.97484842936198,445.925691794325,427.14969953291455,374.15156597221977,9.08172282063993,13.679431,11.764879,9.209907,0.28960845,144.01472,130.68898,116.432396,3.042084,0.9998448672195224,0.9996440219980435,1.0030229604724203,0.6485184530417124,1.0001228146861136,0.9987754210890207,0.9988222221816437,0.6257647819196185,MotionSense_None,cond_diffusion_unet1d_synth
23.224846484488392,23.794336140490838,24.28396856933832,60.76889673868815,445.925691794325,445.47059379584243,469.252844413727,233.18432083576454,13.679431,13.935269,14.310671,6.9863076,144.01472,148.71112,150.47269,74.50384,0.9998448672195224,0.9988037521364996,1.0029371956576283,0.709510919948419,1.0001228146861136,0.9988202909837609,1.0003605832613034,0.7328276050587496,MotionSense_None,timeganpt_synth
23.224846484488392,50.009812286893194,42.91740758355955,77.4574031829834,445.925691794325,1017.0842758005884,779.0563478878149,732.7614142077924,13.679431,28.936811,25.880056,19.325796,144.01472,316.14258,256.16205,220.4994,0.9998448672195224,0.9994341217695002,0.5757440434969338,0.7474005669355392,1.0001228146861136,0.9986628354685567,0.6228169717302136,0.730451475828886,MotionSense_None,Doppelgangerger_synth
23.224846484488392,19.953440227759913,15.9814679975907,64.4168643951416,445.925691794325,406.120095075939,345.1351290653085,6.482771176303519,13.679431,11.58479,8.942897,0.18456967,144.01472,126.20418,106.30848,2.208114,0.9998448672195224,0.9999350156156928,0.9987500121360778,0.7049552078048388,1.0001228146861136,1.000665765614277,0.9993507433202797,0.6858442078034083,MotionSense_None,uncond_diffusion_unet1d_synth
143.58105963100743,139.90634397554004,109.73904139931997,325.8733418782552,2519.7614824940997,2597.4357586908995,2194.6841953245885,1451.114320030891,91.4106,83.808754,61.33622,43.055355,807.46045,859.1374,728.0561,473.02347,1.004045065658581,0.9984125868941549,0.9982503778750957,0.7604530729974309,1.003976425654546,0.9988831623944685,0.9974721355241457,0.7735815057530999,UCI_fft,cond_diffusion_unet1d_synth
143.58105963100743,91.22803096488815,11.871396996202733,314.4145812988281,2519.7614824940997,1672.3459997627788,229.87618708472655,170.192010592777,91.4106,58.900543,7.6400304,7.6945014,807.46045,505.60815,69.72336,52.293,1.004045065658581,1.0006708144492586,1.0597150232737167,0.6985467945535978,1.003976425654546,1.0020343013725008,1.029840663098203,0.7955337831129631,UCI_fft,timeganpt_synth
