Hour_1,Hour_2,Hour_3,Hour_4,Hour_5,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Hour_19,Hour_20,Hour_21,Hour_22,Hour_23,Hour_24,month
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1185,0.2145,0.537,0.62525296875,0.63402546875,0.589561875,0.490346875,0.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23039296874999998,0.34007,0.39817546875,0.44989687500000003,0.40787296875,0.3496574999999999,0.23493796875,0.10397187499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096421875,0.2164,0.332521875,0.39867046875,0.39085921875,0.25621796875,0.18750796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26325,0.278401875,0.34717171875,0.27234296875,0.26092171875000003,0.29841796875,0.19358796874999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2782668749999999,0.17969546875,0.213181875,0.36804796875,0.327121875,0.31911,0.27994921875,0.108346875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126511875,0.14637796874999998,0.16174046874999998,0.0992,0.119161875,0.08038671875,0.08016,0.07314999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.09681546875,0.09153,0.13261171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10707187500000001,0.144466875,0.10700749999999999,0.10809796875000001,0.13920671874999999,0.09200296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19859296875000002,0.34313671875,0.201306875,0.14178687499999998,0.09258046874999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22292796874999998,0.36149000000000003,0.37544749999999993,0.477916875,0.484191875,0.34560796875,0.30887671875,0.13814921875000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27575,0.39025546875,0.41538171875,0.44557046874999995,0.48974046875,0.4286875,0.31684296875,0.1436875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1185,0.33437,0.47900546875,0.5531554687500001,0.5736318749999999,0.54685546875,0.47523046875,0.3447675,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09347546875,0.0,0.17637046875000004,0.10004421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1275,0.3615,0.5146499999999999,0.59549796875,0.6176168750000001,0.59021296875,0.5130675,0.3755104687500001,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.179431875,0.11461171875,0.1652275,0.08178671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1005,0.114,0.12,0.0,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1275,0.33962171875,0.24649796875000002,0.34338187500000006,0.27774296875000004,0.34243421875,0.315126875,0.19366171875000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2294175,0.20924921875000002,0.15737687499999997,0.14304,0.25038671875,0.164071875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0795,0.17108046875000002,0.110976875,0.21211546874999998,0.43243750000000003,0.41694749999999997,0.0,0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1125,0.20830546875,0.36378046875000003,0.55298671875,0.58275,0.41785171875,0.42448046875,0.301806875,0.0945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1425,0.36789187500000003,0.51502171875,0.58458421875,0.6057218750000001,0.506221875,0.433051875,0.316046875,0.1185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.2295,0.43022187500000003,0.59140546875,0.613426875,0.5894775000000001,0.51928296875,0.391551875,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.11491046875000001,0.10271296875000001,0.09057546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13435296875,0.27546421875000004,0.32643,0.3984,0.43425,0.48042046875,0.19667296874999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35712,0.138,0.234241875,0.49920749999999997,0.6059067187500001,0.39216796875,0.4151704687500001,0.1665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147,0.22454171875,0.50404921875,0.5759475,0.5322792187500001,0.5776354687499999,0.435851875,0.33732046875000005,0.14421171875000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.153,0.38002749999999996,0.39125296875,0.38195296875,0.3456375,0.15145000000000003,0.14135999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0945,0.174,0.24942187500000002,0.18996421875000005,0.1515,0.114,0.1005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1695,0.37791421875,0.50039796875,0.5550479687500001,0.56666046875,0.5442429687499999,0.491596875,0.39035546875,0.22084671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09716046875,0.31724046875,0.41625,0.21660421875,0.10059171875,0.10071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.1428,0.397321875,0.57287671875,0.4423942187500001,0.44896921874999995,0.42014421875,0.41798421875,0.24045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1785,0.39054421875,0.516671875,0.5741075000000001,0.5876175,0.5698399999999999,0.51462421875,0.40992,0.23865187499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18282796875,0.382291875,0.4972668749999999,0.55614921875,0.52652296875,0.4582717187500001,0.44374687499999993,0.32448,0.18436921874999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1011075,0.29383750000000003,0.389116875,0.42163671875,0.25171421875,0.20349,0.23244921875,0.11964749999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.213421875,0.23372171875,0.17070921875,0.24256687500000002,0.153931875,0.10701000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1455,0.1725,0.21721546875,0.1275,0.25564000000000003,0.27389687500000004,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216,0.44448750000000004,0.574576875,0.6372617187500002,0.5512218750000001,0.57672421875,0.48467046874999997,0.39139999999999997,0.19565546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216,0.425026875,0.5553117187500001,0.62070546875,0.57015,0.558991875,0.49450296875,0.377996875,0.22038921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.25332046875,0.31953796875,0.4452117187500001,0.6513975000000001,0.63344,0.5765517187500001,0.46954546875000003,0.297346875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2235,0.43314749999999996,0.55791421875,0.61209421875,0.62070421875,0.5986575,0.5438774999999998,0.44509,0.28236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182075,0.41383921874999996,0.525851875,0.50103,0.52101,0.4837429687500001,0.51281171875,0.42283046875,0.273271875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21604687500000003,0.16714546875000003,0.40561171875,0.466441875,0.4867375,0.46464749999999994,0.36576171875,0.16649187499999998,0.104686875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107701875,0.136706875,0.0,0.0,0.13390687499999995,0.26475046875,0.23948750000000002,0.08188296875000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24736296875,0.32280000000000003,0.5579104687499999,0.609336875,0.6194475,0.5537142187499999,0.46535750000000004,0.40123921875,0.219471875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189,0.37503296875000003,0.60016796875,0.60435546875,0.682696875,0.58660671875,0.5021775,0.5259104687499999,0.3469375,0.0945,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2775,0.5381999999999999,0.6779499999999999,0.74029921875,0.75131296875,0.726951875,0.65856546875,0.543456875,0.35805000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1305,0.32352421875,0.43089921875,0.5041575,0.5488975,0.48000671875000006,0.5514818749999999,0.437181875,0.31378546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24732421875,0.19431,0.22440000000000002,0.21593687499999997,0.21927750000000004,0.07783749999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19138546875,0.18962296875,0.29819296875,0.0,0.19209046875000002,0.19201546875,0.12753421874999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143171875,0.0,0.2648175,0.22572,0.23937671875000005,0.19088296875000002,0.242681875,0.068671875,0.091141875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254761875,0.42431296874999996,0.3296475,0.32232,0.4665642187500001,0.372211875,0.22863421875,0.11670749999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17748046875,0.09427687500000001,0.28339796875,0.5108075000000001,0.51326296875,0.2343375,0.443296875,0.36644687499999995,0.330481875,0.11500671875,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28877921875000007,0.46785421875,0.56168,0.5957179687499999,0.594831875,0.5820375,0.46042046875000003,0.41904046875,0.225601875,0.08167921875,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1238475,0.3134375,0.3520429687500001,0.30307921875,0.33937187500000005,0.27125,0.16802296875,0.08538421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2826675,0.12850171875000002,0.086981875,0.26736,0.19300187500000002,0.13198421875,0.0825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25785546875,0.11342671875,0.405496875,0.48255796875,0.48831796875,0.42995671874999997,0.45041546875,0.35754921875,0.24428671875,0.094936875,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078,0.31339546875,0.47884921874999997,0.5616,0.585326875,0.58373046875,0.5704675000000001,0.54222171875,0.4727742187499999,0.34223921875,0.08508750000000001,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0825,0.33237187500000004,0.49542796875,0.5650092187500002,0.5355492187500001,0.56668921875,0.5437717187500001,0.506996875,0.440806875,0.3204,0.09339796875,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10179,0.22040296875,0.437546875,0.18902046875,0.46105171875,0.49800000000000005,0.34729750000000004,0.14757187500000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1379375,0.27238187500000005,0.196171875,0.18575999999999998,0.20192921875,0.20395546875,0.08384,0.25114921875,0.13292296875000004,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11434546875,0.351546875,0.43278046875000004,0.51927546875,0.526786875,0.494771875,0.4185168749999999,0.27026171875,0.13329921875,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15774687499999998,0.326796875,0.431501875,0.51048546875,0.560161875,0.5156779687499999,0.39922546875,0.346771875,0.26915187500000004,0.08085,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256621875,0.48444187499999997,0.57330046875,0.565536875,0.62310171875,0.38499,0.18105000000000002,0.14080421875,0.20056796875,0.14755,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232036875,0.50464421875,0.6003267187500001,0.51960546875,0.565296875,0.39891171875,0.27837,0.3206379687499999,0.13221687499999998,0.1652275,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.35928671874999996,0.52046296875,0.60345796875,0.5252754687500001,0.337161875,0.44538687499999996,0.49220687500000004,0.4328700000000001,0.2388375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226226875,0.25412671875000004,0.3790568750000001,0.43029046875,0.34154671875000003,0.4196418749999999,0.36404000000000003,0.36115296875,0.11191921875,0.07793671875,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14665687499999996,0.214396875,0.26232921875,0.26232921875,0.2228,0.1981875,0.14681296875000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20663671875,0.14980749999999998,0.10790999999999999,0.17385046875000001,0.14727687500000003,0.12753,0.143996875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33727687500000003,0.49727187500000003,0.10278171875,0.16764171875,0.18114687499999998,0.17522749999999998,0.29337421875,0.4780729687500001,0.338421875,0.1305,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1725,0.46758421875,0.66304,0.76798796875,0.81024,0.8211299999999999,0.7337517187499999,0.66912,0.556441875,0.3525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.47402671874999996,0.6656,0.77439,0.53973046875,0.276,0.56047796875,0.67592,0.6212179687499999,0.36332296875,0.108,0.0,0.0,0.0,0.0,0.0,0.0,3
